"id","artist","song","title","slug","url","issue","detail"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","section_line_count_mismatch","Chorus: Huh Yunjin, Kim Chaewon: orijinal 8, Türkçe 5"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","english_gloss_inside_translation","Post-Chorus: Sakura, Kim Chaewon, Hong Eunchae / satır 3: İlahi (celestial) çakram göz kamaştırıyor;"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","english_gloss_inside_translation","Post-Chorus: Sakura, Kim Chaewon, Hong Eunchae / satır 4: Namaste, namaste; ben hep zinde ve ayaktayım (stay up)!"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","english_gloss_inside_translation","Verse 2: Huh Yunjin, Kazuha / satır 2: Dip dalgadaki (undertow) bir dalga gibi hissediyorum,"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","english_gloss_inside_translation","Verse 2: Huh Yunjin, Kazuha / satır 6: Bana para ödesen bile özümle daha fazla barışık (in touch) olamazdım."
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","english_gloss_inside_translation","Verse 2: Huh Yunjin, Kazuha / satır 8: Huzura eriyorum (zen out), her gün meditasyon yapıyorum."
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","section_line_count_mismatch","Chorus: Sakura, Hong Eunchae: orijinal 8, Türkçe 5"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","section_line_count_mismatch","Post-Chorus: Kim Chaewon, Hong Eunchae, Sakura: orijinal 8, Türkçe 2"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","section_line_count_mismatch","Chorus: Kazuha, Huh Yunjin: orijinal 8, Türkçe 4"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","section_line_count_mismatch","Outro: Sakura, Kim Chaewon: orijinal 8, Türkçe 3"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","annotation_not_clickable_in_translation","f love is the mommy, I"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","annotation_not_clickable_in_translation","elestial chakra"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","annotation_not_clickable_in_translation","itate on"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","annotation_not_clickable_in_translation","rything's"
"5210","LE SSERAFIM","BOOMPALA","LE SSERAFIM BOOMPALA Türkçe Çeviri","le-sserafim-boompala-turkce-ceviri","https://www.acupoflyrics.com/le-sserafim-boompala-turkce-ceviri/","annotation_not_clickable_in_translation","ir (U"
"5209","KATSEYE","PINKY UP","KATSEYE PINKY UP Türkçe Çeviri","katseye-pinky-up-turkce-ceviri","https://www.acupoflyrics.com/katseye-pinky-up-turkce-ceviri/","english_gloss_inside_translation","Verse 1: Megan, Daniela, Yoonchae / satır 3: Her şey yanıp kül olmadan önce, krallar gibi yaşamak (live large) istiyorum!"
"5209","KATSEYE","PINKY UP","KATSEYE PINKY UP Türkçe Çeviri","katseye-pinky-up-turkce-ceviri","https://www.acupoflyrics.com/katseye-pinky-up-turkce-ceviri/","english_gloss_inside_translation","Verse 1: Megan, Daniela, Yoonchae / satır 6: Biz o sevimli tavırlı (cute attitude)..."
"5209","KATSEYE","PINKY UP","KATSEYE PINKY UP Türkçe Çeviri","katseye-pinky-up-turkce-ceviri","https://www.acupoflyrics.com/katseye-pinky-up-turkce-ceviri/","english_gloss_inside_translation","Pre-Chorus: Lara, Sophia, Megan / satır 1: Ooh, bulutların üzerinden haykırıyoruz (cloud nine);"
"5209","KATSEYE","PINKY UP","KATSEYE PINKY UP Türkçe Çeviri","katseye-pinky-up-turkce-ceviri","https://www.acupoflyrics.com/katseye-pinky-up-turkce-ceviri/","english_gloss_inside_translation","Pre-Chorus: Lara, Sophia, Megan / satır 3: Ooh, çünkü her şey tamamen kafada bitiyor (state of mind)..."
"5209","KATSEYE","PINKY UP","KATSEYE PINKY UP Türkçe Çeviri","katseye-pinky-up-turkce-ceviri","https://www.acupoflyrics.com/katseye-pinky-up-turkce-ceviri/","english_gloss_inside_translation","Verse 2: Daniela, Sophia, Yoonchae, Megan / satır 3: Seni seviyorum, sen beni seviyorsun; zıvanadan çıktık (batshit) biz, evet (oui, oui)!"
"5209","KATSEYE","PINKY UP","KATSEYE PINKY UP Türkçe Çeviri","katseye-pinky-up-turkce-ceviri","https://www.acupoflyrics.com/katseye-pinky-up-turkce-ceviri/","english_gloss_inside_translation","Verse 2: Daniela, Sophia, Yoonchae, Megan / satır 5: ""Şıklık"" (fancy) bir frekanstır aslında;"
"5209","KATSEYE","PINKY UP","KATSEYE PINKY UP Türkçe Çeviri","katseye-pinky-up-turkce-ceviri","https://www.acupoflyrics.com/katseye-pinky-up-turkce-ceviri/","section_line_count_mismatch","Chorus: Daniela, Megan, All: orijinal 9, Türkçe 7"
"5209","KATSEYE","PINKY UP","KATSEYE PINKY UP Türkçe Çeviri","katseye-pinky-up-turkce-ceviri","https://www.acupoflyrics.com/katseye-pinky-up-turkce-ceviri/","annotation_not_clickable_in_translation","Pinky up"
"5209","KATSEYE","PINKY UP","KATSEYE PINKY UP Türkçe Çeviri","katseye-pinky-up-turkce-ceviri","https://www.acupoflyrics.com/katseye-pinky-up-turkce-ceviri/","annotation_not_clickable_in_translation","Socrates"
