"id","artist","song","title","slug","url","issue","detail"
"5252","Lord Huron","The Night We Met","Lord Huron The Night We Met Türkçe Çeviri","lord-huron-the-night-we-met-turkce-ceviri","https://www.acupoflyrics.com/lord-huron-the-night-we-met-turkce-ceviri/","section_line_count_mismatch","Intro: orijinal 4, Türkçe 1"
"5251","Post Malone & Swae Lee","Sunflower","Post Malone & Swae Lee Sunflower Türkçe Çeviri","post-malone-swae-lee-sunflower-turkce-ceviri","https://www.acupoflyrics.com/post-malone-swae-lee-sunflower-turkce-ceviri/","section_line_count_mismatch","Intro: Swae Lee: orijinal 4, Türkçe 2"
"5250","Carly Rae Jepsen","Motivation","Carly Rae Jepsen Motivation Türkçe Çeviri","carly-rae-jepsen-motivation-turkce-ceviri","https://www.acupoflyrics.com/carly-rae-jepsen-motivation-turkce-ceviri/","section_line_count_mismatch","Post-Chorus: orijinal 7, Türkçe 3"
"5250","Carly Rae Jepsen","Motivation","Carly Rae Jepsen Motivation Türkçe Çeviri","carly-rae-jepsen-motivation-turkce-ceviri","https://www.acupoflyrics.com/carly-rae-jepsen-motivation-turkce-ceviri/","section_line_count_mismatch","Post-Chorus: orijinal 13, Türkçe 3"
"5248","Steve Lacy","Oh Yeah?","Steve Lacy Oh Yeah? Türkçe Çeviri","steve-lacy-oh-yeah-turkce-ceviri","https://www.acupoflyrics.com/steve-lacy-oh-yeah-turkce-ceviri/","section_line_count_mismatch","Chorus: orijinal 5, Türkçe 3"
"5248","Steve Lacy","Oh Yeah?","Steve Lacy Oh Yeah? Türkçe Çeviri","steve-lacy-oh-yeah-turkce-ceviri","https://www.acupoflyrics.com/steve-lacy-oh-yeah-turkce-ceviri/","section_line_count_mismatch","Refrain: orijinal 4, Türkçe 1"
"5248","Steve Lacy","Oh Yeah?","Steve Lacy Oh Yeah? Türkçe Çeviri","steve-lacy-oh-yeah-turkce-ceviri","https://www.acupoflyrics.com/steve-lacy-oh-yeah-turkce-ceviri/","section_line_count_mismatch","Chorus: orijinal 4, Türkçe 2"
"5247","Baby Shark Boy feat. JOOHONEY","WAVE","Baby Shark Boy feat. JOOHONEY WAVE Türkçe Çeviri","baby-shark-boy-feat-joohoney-wave-turkce-ceviri","https://www.acupoflyrics.com/baby-shark-boy-feat-joohoney-wave-turkce-ceviri/","section_line_count_mismatch","Refrain: Baby Shark Boy: orijinal 8, Türkçe 6"
"5247","Baby Shark Boy feat. JOOHONEY","WAVE","Baby Shark Boy feat. JOOHONEY WAVE Türkçe Çeviri","baby-shark-boy-feat-joohoney-wave-turkce-ceviri","https://www.acupoflyrics.com/baby-shark-boy-feat-joohoney-wave-turkce-ceviri/","section_line_count_mismatch","Refrain: Baby Shark Boy: orijinal 8, Türkçe 6"
"5247","Baby Shark Boy feat. JOOHONEY","WAVE","Baby Shark Boy feat. JOOHONEY WAVE Türkçe Çeviri","baby-shark-boy-feat-joohoney-wave-turkce-ceviri","https://www.acupoflyrics.com/baby-shark-boy-feat-joohoney-wave-turkce-ceviri/","section_line_count_mismatch","Refrain: Baby Shark Boy: orijinal 8, Türkçe 6"
"5246","ENHYPEN","Highlight","ENHYPEN Highlight Türkçe Çeviri","enhypen-highlight-turkce-ceviri","https://www.acupoflyrics.com/enhypen-highlight-turkce-ceviri/","section_line_count_mismatch","Chorus: Jay, Sunoo: orijinal 8, Türkçe 6"
"5246","ENHYPEN","Highlight","ENHYPEN Highlight Türkçe Çeviri","enhypen-highlight-turkce-ceviri","https://www.acupoflyrics.com/enhypen-highlight-turkce-ceviri/","section_line_count_mismatch","Chorus: Sunoo, Jake: orijinal 8, Türkçe 6"
